keyword_id,canonical_keyword,variations,cell,segment,factor,occupation_group,best_stage,national_zero_months,regional_final_tier,active_v25,recommended_action
FU145,สิ้นสุดสัญญาจ้าง,สิ้นสุดสัญญาจ้าง ประกันสังคม | สิ้นสุดสัญญาจ้าง ออนไลน์,FU,Formal,Push,Formal safety-net,national_pass,8,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
FU146,เลิกจ้างไม่แจ้งล่วงหน้า,เลิกจ้างไม่แจ้งล่วงหน้า ประกันสังคม | เลิกจ้างไม่แจ้งล่วงหน้า ออนไลน์,FU,Formal,Push,Formal safety-net,WEAK,61,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
FU147,ค่าบอกกล่าวล่วงหน้า,ค่าบอกกล่าวล่วงหน้า ประกันสังคม | ค่าบอกกล่าวล่วงหน้า ออนไลน์,FU,Formal,Push,Formal safety-net,national_pass,8,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
FU148,ถูกเลิกจ้างช่วงทดลองงาน,ถูกเลิกจ้างช่วงทดลองงาน ประกันสังคม | ถูกเลิกจ้างช่วงทดลองงาน ออนไลน์,FU,Formal,Push,Formal safety-net,NO_DATA,,,N,เคยลอง National แล้ว NO_DATA
FU149,โดนบีบให้ออก,โดนบีบให้ออก ประกันสังคม | โดนบีบให้ออก ออนไลน์,FU,Formal,Push,Formal safety-net,WEAK,60,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
FU150,ร้องเรียนค่าแรงขั้นต่ำ,ร้องเรียนค่าแรงขั้นต่ำ ประกันสังคม | ร้องเรียนค่าแรงขั้นต่ำ ออนไลน์,FU,Formal,Push,Formal safety-net,WEAK,63,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
FU151,นายจ้างไม่ทำสัญญาจ้าง,นายจ้างไม่ทำสัญญาจ้าง ประกันสังคม | นายจ้างไม่ทำสัญญาจ้าง ออนไลน์,FU,Formal,Push,Formal safety-net,WEAK,34,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
FU152,เลิกจ้างไม่จ่ายเงินเดือน,เลิกจ้างไม่จ่ายเงินเดือน ประกันสังคม | เลิกจ้างไม่จ่ายเงินเดือน ออนไลน์,FU,Formal,Push,Formal safety-net,NO_DATA,,,N,เคยลอง National แล้ว NO_DATA
FU153,เลิกจ้างไม่จ่ายโอที,เลิกจ้างไม่จ่ายโอที ประกันสังคม | เลิกจ้างไม่จ่ายโอที ออนไลน์,FU,Formal,Push,Formal safety-net,WEAK,63,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
FU154,สลิปเงินเดือนไม่ถูกต้อง,สลิปเงินเดือนไม่ถูกต้อง ประกันสังคม | สลิปเงินเดือนไม่ถูกต้อง ออนไลน์,FU,Formal,Push,Formal safety-net,NO_DATA,,,N,เคยลอง National แล้ว NO_DATA
FU155,ค่าจ้างขั้นต่ำไม่ครบ,ค่าจ้างขั้นต่ำไม่ครบ ประกันสังคม | ค่าจ้างขั้นต่ำไม่ครบ ออนไลน์,FU,Formal,Push,Formal safety-net,WEAK,63,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
FU156,ถูกพักงานชั่วคราว,ถูกพักงานชั่วคราว ประกันสังคม | ถูกพักงานชั่วคราว ออนไลน์,FU,Formal,Push,Formal safety-net,WEAK,63,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
FU157,สถานะโอนเงินว่างงาน,สถานะโอนเงินว่างงาน รายได้ | สถานะโอนเงินว่างงาน ใกล้ฉัน,FU,Formal,Push,Formal safety-net,NO_DATA,,,N,เคยลอง National แล้ว NO_DATA
FU158,หางานหลังถูกเลิกจ้าง,หางานหลังถูกเลิกจ้าง ประกันสังคม | หางานหลังถูกเลิกจ้าง ออนไลน์,FU,Formal,Push,Formal safety-net,NO_DATA,,,N,เคยลอง National แล้ว NO_DATA
FU159,เงินชดเชยออกจากงาน,เงินชดเชยออกจากงาน ประกันสังคม | เงินชดเชยออกจากงาน ออนไลน์,FU,Formal,Push,Formal safety-net,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
FU160,สิทธิแรงงานเลิกจ้าง,สิทธิแรงงานเลิกจ้าง ประกันสังคม | สิทธิแรงงานเลิกจ้าง ออนไลน์,FU,Formal,Push,Formal safety-net,WEAK,40,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
BACKUP-NP01,หางาน ไม่มีวุฒิ,งาน ไม่มีวุฒิ | หางาน ไม่มีวุฒิ,NP,Informal-New,Pull,general,proposed,,,N,มีใน candidate/source pool แต่ยังไม่พบผล scrape
BACKUP-NP02,เปิดร้าน TikTok Shop,สมัคร TikTok Shop | เปิดร้าน TikTok Shop,NP,Informal-New,Pull,Informal-Vendor,Archive,,Archive,N,Archive จาก region/tier review
BACKUP-NP03,เปิดร้าน Shopee,เปิดร้าน Shopee | เปิดร้าน ช้อปปี้,NP,Informal-New,Pull,Informal-Vendor,Archive,,Archive,N,Archive จาก region/tier review
NP001,Affiliate Marketing ยังไง,Affiliate Marketing ยังไง | ทำ affiliate marketing,NP,Informal-New,Pull,Creative,proposed,,,N,มีใน candidate/source pool แต่ยังไม่พบผล scrape
NP002,Content Creator เริ่มต้น,Content Creator เริ่มต้น | คอนเทนต์ครีเอเตอร์ เริ่มต้น | เริ่มเป็น content creator,NP,Informal-New,Pull,Creative,WEAK,60,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
NP003,Dropship ยังไง,Dropship ยังไง | dropshipping | ดรอปชิป,NP,Informal-New,Pull,Informal-Vendor,proposed,,,N,มีใน candidate/source pool แต่ยังไม่พบผล scrape
NP004,Grab ชั่วโมงเร่งด่วน,Grab ชั่วโมงเร่งด่วน | แกร็บ ชั่วโมงเร่งด่วน,NP,Informal-New,Pull,Gig-Platform,WEAK,60,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
NP005,Lazada ค่าใช้จ่าย,Lazada ค่าใช้จ่าย | ลาซาด้า ค่าใช้จ่าย,NP,Informal-New,Pull,Informal-Vendor,proposed,,,N,มีใน candidate/source pool แต่ยังไม่พบผล scrape
NP006,Live ขายของ TikTok,Live ขายของ TikTok | ไลฟ์ขายของ TikTok | ไลฟ์ขายของติ๊กต๊อก,NP,Informal-New,Pull,Informal-Vendor,WEAK,54,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
NP007,Marketplace Facebook ขาย,Marketplace Facebook ขาย | facebook marketplace ขาย | มาร์เก็ตเพลส Facebook,NP,Informal-New,Pull,Informal-Vendor,WEAK,39,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
NP008,Review ได้เงิน,Review ได้เงิน | รีวิวสินค้า ได้เงิน | รีวิวได้เงิน,NP,Informal-New,Pull,Creative,proposed,,,N,มีใน candidate/source pool แต่ยังไม่พบผล scrape
NP009,Shopee ค่าธรรมเนียม,Shopee ค่าธรรมเนียม | ช้อปปี้ ค่าธรรมเนียม,NP,Informal-New,Pull,Informal-Vendor,proposed,,,N,มีใน candidate/source pool แต่ยังไม่พบผล scrape
NP010,TikTok Shop เริ่มต้น,TikTok Shop เริ่มต้น | tiktok shop เริ่มต้น | ติ๊กต๊อก ช็อป เริ่มต้น,NP,Informal-New,Pull,Informal-Vendor,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
NP011,ขายของ Facebook ยังไง,ขายของ FB | ขายของ Facebook | ขายของเฟซบุ๊ก,NP,Informal-New,Pull,Informal-Vendor,WEAK,54,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
NP012,ขายของ Instagram,ขายของ IG | ขายของ Instagram | ขายของอินสตาแกรม,NP,Informal-New,Pull,Informal-Vendor,WEAK,48,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
NP013,ขายของออนไลน์ เริ่มต้น,,NP,Informal-New,Pull,Informal-Vendor,national_pass,16,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
NP014,ขายอะไรดี ทุนน้อย,,NP,Informal-New,Pull,Informal-Vendor,WEAK,47,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
NP015,งานพาร์ทไทม์ ออนไลน์,,NP,Informal-New,Pull,Gig-Platform,proposed,,,N,มีใน candidate/source pool แต่ยังไม่พบผล scrape
NP016,ทำ Content TikTok,ทำ Content TikTok | ทำคอนเทนต์ TikTok | ทำคอนเทนต์ติ๊กต๊อก,NP,Informal-New,Pull,Creative,WEAK,59,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
NP017,รับงานฟรีแลนซ์,,NP,Informal-New,Pull,Gig-Platform,proposed,,,N,มีใน candidate/source pool แต่ยังไม่พบผล scrape
NP018,รายได้ LineMan,รายได้ LINE MAN | รายได้ LineMan | รายได้ไลน์แมน,NP,Informal-New,Pull,Gig-Platform,WEAK,58,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
NP019,รายได้ขาย Shopee,รายได้ขาย Shopee | รายได้ขายช้อปปี้,NP,Informal-New,Pull,Informal-Vendor,WEAK,49,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
NP020,รายได้ไรเดอร์,รายได้ rider | รายได้ไรเดอร์,NP,Informal-New,Pull,Gig-Platform,national_pass,15,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
NP021,สมัคร Foodpanda,สมัคร Foodpanda | สมัครฟู้ดแพนด้า,NP,Informal-New,Pull,Gig-Platform,national_pass,12,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
NP022,สมัคร YouTuber,สมัคร YouTuber | สมัครยูทูบเบอร์ | เริ่มเป็น YouTuber,NP,Informal-New,Pull,Creative,WEAK,59,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
NP023,สมัครแกร็บ,สมัคร Grab | สมัคร grab driver | สมัครแกร็บ,NP,Informal-New,Pull,Gig-Platform,active_v25,0,T1,Y,ใช้ได้แล้วใน Interactive v25
NP024,สมัครไรเดอร์,,NP,Informal-New,Pull,Gig-Platform,active_v25,0,Archive,Y,ใช้ได้แล้วใน Interactive v25
NP025,สมัครไลน์แมน,สมัคร LINE MAN | สมัคร LineMan | สมัครไลน์แมน,NP,Informal-New,Pull,Gig-Platform,active_v25,0,T3,Y,ใช้ได้แล้วใน Interactive v25
NP026,สร้างรายได้ YouTube,สร้างรายได้ YouTube | สร้างรายได้ยูทูบ,NP,Informal-New,Pull,Creative,proposed,,,N,มีใน candidate/source pool แต่ยังไม่พบผล scrape
NP027,สอน Drive Grab,สอน Drive Grab | สอนขับ Grab | สอนขับแกร็บ,NP,Informal-New,Pull,Gig-Platform,WEAK,60,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
NP028,หางานฟรีแลนซ์ เว็บไหนดี,,NP,Informal-New,Pull,Gig-Platform,proposed,,,N,มีใน candidate/source pool แต่ยังไม่พบผล scrape
NP029,หาเงินออนไลน์,,NP,Informal-New,Pull,Informal-Vendor,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
NP030,เปิดบัญชี Shopee ขาย,เปิดบัญชี Shopee | เปิดบัญชีช้อปปี้ | เปิดร้าน Shopee,NP,Informal-New,Pull,Informal-Vendor,national_pass,0,Archive,N,Archive จาก region/tier review
NP031,เปิดร้าน Lazada,เปิดร้าน Lazada | เปิดร้านลาซาด้า,NP,Informal-New,Pull,Informal-Vendor,national_pass,8,T3,N,เก็บเป็น context/T3 ไม่ควรใช้เป็น active regional signal ตอนนี้
NP032,เปิดร้าน TikTok Shop,เปิดร้าน TikTok Shop | เปิดร้านติ๊กต๊อก,NP,Informal-New,Pull,Informal-Vendor,Archive,45,Archive,N,Archive จาก region/tier review
NP033,เริ่มต้น Influencer,เริ่ม influencer | เริ่มต้น Influencer | เริ่มเป็นอินฟลูเอนเซอร์,NP,Informal-New,Pull,Creative,proposed,,,N,มีใน candidate/source pool แต่ยังไม่พบผล scrape
NP034,สมัคร shopee food rider,สมัคร shopee food rider | สมัครช้อปปี้ฟู้ดไรเดอร์,NP,Informal-New,Pull,Gig-Platform,proposed,,,N,มีใน candidate/source pool แต่ยังไม่พบผล scrape
NP035,สมัคร tiktok affiliate,สมัคร TikTok affiliate | สมัคร tiktok affiliate,NP,Informal-New,Pull,Creative,proposed,,,N,มีใน candidate/source pool แต่ยังไม่พบผล scrape
NP036,นายหน้า tiktok shop,นายหน้า TikTok Shop | นายหน้า tiktok shop,NP,Informal-New,Pull,Creative,proposed,,,N,มีใน candidate/source pool แต่ยังไม่พบผล scrape
NP037,แอดมินเพจ ทำงานที่บ้าน,,NP,Informal-New,Pull,Gig-Platform,proposed,,,N,มีใน candidate/source pool แต่ยังไม่พบผล scrape
NP038,ตัดต่อคลิปมือถือ รับงาน,,NP,Informal-New,Pull,Creative,proposed,,,N,มีใน candidate/source pool แต่ยังไม่พบผล scrape
NP039,แม่ค้าออนไลน์มือใหม่,,NP,Informal-New,Pull,Informal-Vendor,WEAK,50,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
NP040,เปิดร้านออนไลน์,เปิดร้านออนไลน์ | เริ่มเปิดร้านออนไลน์,NP,Informal-New,Pull,Informal-Vendor,national_pass,0,T3,N,เก็บเป็น context/T3 ไม่ควรใช้เป็น active regional signal ตอนนี้
NP041,ขายของออนไลน์ ไม่สต๊อก,ขายของออนไลน์ไม่ต้องสต๊อก | ขายของไม่สต๊อก,NP,Informal-New,Pull,Informal-Vendor,WEAK,25,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
NP042,สมัคร Shopee Affiliate,สมัคร Shopee Affiliate | สมัคร shopee affiliate,NP,Informal-New,Pull,Creative,proposed,,,N,มีใน candidate/source pool แต่ยังไม่พบผล scrape
NP043,ขายอะไรออนไลน์ดี,ขายของออนไลน์อะไรดี | ขายอะไรออนไลน์ดี,NP,Informal-New,Pull,Informal-Vendor,national_pass,0,T3,N,เก็บเป็น context/T3 ไม่ควรใช้เป็น active regional signal ตอนนี้
NP044,สมัครส่งอาหาร,สมัครงานส่งอาหาร | สมัครส่งอาหาร,NP,Informal-New,Pull,Gig-Platform,active_v25,0,Archive,Y,ใช้ได้แล้วใน Interactive v25
NP045,เปิดร้าน Shopee,งานออนไลน์ ทำที่บ้าน | ทำงานออนไลน์ที่บ้าน | เปิดร้าน Shopee | เปิดร้าน ช้อปปี้,NP,Informal-New,Pull,Informal-Vendor,national_pass,0,T3,N,เก็บเป็น context/T3 ไม่ควรใช้เป็น active regional signal ตอนนี้
NP046,ขายของใน TikTok,ขายของใน TikTok | ขายของในติ๊กต็อก,NP,Informal-New,Pull,Informal-Vendor,proposed,,,N,มีใน candidate/source pool แต่ยังไม่พบผล scrape
NP047,สมัครขับรถส่งของ,สมัครขับรถส่งของ รายได้ | สมัครขับรถส่งของ เริ่มต้น,NP,Informal-New,Pull,Platform/digital entry,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
NP048,สมัครไลน์แมนไรเดอร์,สมัครไลน์แมนไรเดอร์ รายได้ | สมัครไลน์แมนไรเดอร์ เริ่มต้น,NP,Informal-New,Pull,Platform/digital entry,national_pass,10,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
NP049,สมัคร grab rider,สมัคร grab rider รายได้ | สมัคร grab rider เริ่มต้น,NP,Informal-New,Pull,Platform/digital entry,WEAK,38,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
NP050,สมัคร food delivery,สมัคร food delivery รายได้ | สมัคร food delivery เริ่มต้น,NP,Informal-New,Pull,Platform/digital entry,WEAK,42,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
NP051,สมัครขับรถรับส่งผู้โดยสาร,สมัครขับรถรับส่งผู้โดยสาร รายได้ | สมัครขับรถรับส่งผู้โดยสาร เริ่มต้น,NP,Informal-New,Pull,Platform/digital entry,WEAK,63,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
NP052,สมัครขับแท็กซี่ผ่านแอป,สมัครขับแท็กซี่ผ่านแอป รายได้ | สมัครขับแท็กซี่ผ่านแอป เริ่มต้น,NP,Informal-New,Pull,Platform/digital entry,NO_DATA,,,N,เคยลอง National แล้ว NO_DATA
NP053,สมัครขับรถแอป,สมัครขับรถแอป รายได้ | สมัครขับรถแอป เริ่มต้น,NP,Informal-New,Pull,Platform/digital entry,WEAK,61,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
NP054,รับงานส่งเอกสารผ่านแอป,รับงานส่งเอกสารผ่านแอป รายได้ | รับงานส่งเอกสารผ่านแอป ใกล้ฉัน,NP,Informal-New,Pull,Platform/digital entry,NO_DATA,,,N,เคยลอง National แล้ว NO_DATA
NP055,งานไรเดอร์ส่งอาหาร,งานไรเดอร์ส่งอาหาร รายได้ | งานไรเดอร์ส่งอาหาร เริ่มต้น,NP,Informal-New,Pull,Platform/digital entry,WEAK,62,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
NP056,งานส่งอาหารอิสระ,งานส่งอาหารอิสระ รายได้ | งานส่งอาหารอิสระ เริ่มต้น,NP,Informal-New,Pull,Platform/digital entry,WEAK,62,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
NP057,งานส่งของอิสระ,งานส่งของอิสระ รายได้ | งานส่งของอิสระ เริ่มต้น,NP,Informal-New,Pull,Platform/digital entry,WEAK,33,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
NP058,งานฟรีแลนซ์,งานฟรีแลนซ์ รายได้ | งานฟรีแลนซ์ เริ่มต้น,NP,Informal-New,Pull,Platform/digital entry,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
NP059,หางานฟรีแลนซ์,หางานฟรีแลนซ์ รายได้ | หางานฟรีแลนซ์ เริ่มต้น,NP,Informal-New,Pull,Platform/digital entry,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
NP060,สมัครงานฟรีแลนซ์,สมัครงานฟรีแลนซ์ รายได้ | สมัครงานฟรีแลนซ์ เริ่มต้น,NP,Informal-New,Pull,Platform/digital entry,national_pass,3,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
NP061,งานออนไลน์,งานออนไลน์ รายได้ | งานออนไลน์ เริ่มต้น,NP,Informal-New,Pull,Platform/digital entry,active_v25,0,,Y,ใช้ได้แล้วใน Interactive v25
NP062,หางานออนไลน์,หางานออนไลน์ รายได้ | หางานออนไลน์ เริ่มต้น,NP,Informal-New,Pull,Platform/digital entry,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
NP063,สมัครงานออนไลน์,สมัครงานออนไลน์ รายได้ | สมัครงานออนไลน์ เริ่มต้น,NP,Informal-New,Pull,Platform/digital entry,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
NP064,ทำงานออนไลน์,ทำงานออนไลน์ รายได้ | ทำงานออนไลน์ เริ่มต้น,NP,Informal-New,Pull,Platform/digital entry,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
NP065,รับงานแอดมินเพจ,รับงานแอดมินเพจ รายได้ | รับงานแอดมินเพจ เริ่มต้น,NP,Informal-New,Pull,Platform/digital entry,WEAK,61,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
NP066,งานแอดมินออนไลน์,งานแอดมินออนไลน์ รายได้ | งานแอดมินออนไลน์ เริ่มต้น,NP,Informal-New,Pull,Platform/digital entry,NO_DATA,,,N,เคยลอง National แล้ว NO_DATA
NP067,งานตอบแชท,งานตอบแชท รายได้ | งานตอบแชท เริ่มต้น,NP,Informal-New,Pull,Platform/digital entry,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
NP068,รับงานตอบแชท,รับงานตอบแชท รายได้ | รับงานตอบแชท เริ่มต้น,NP,Informal-New,Pull,Platform/digital entry,WEAK,54,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
NP069,งานไลฟ์สดขายของ,งานไลฟ์สดขายของ รายได้ | งานไลฟ์สดขายของ เริ่มต้น,NP,Informal-New,Pull,Platform/digital entry,WEAK,63,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
NP070,สมัครไลฟ์สดขายของ,สมัครไลฟ์สดขายของ รายได้ | สมัครไลฟ์สดขายของ เริ่มต้น,NP,Informal-New,Pull,Platform/digital entry,NO_DATA,,,N,เคยลอง National แล้ว NO_DATA
NP071,รับงานไลฟ์สด,รับงานไลฟ์สด รายได้ | รับงานไลฟ์สด เริ่มต้น,NP,Informal-New,Pull,Platform/digital entry,national_pass,16,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
NP072,งานตัดต่อวิดีโอออนไลน์,งานตัดต่อวิดีโอออนไลน์ รายได้ | งานตัดต่อวิดีโอออนไลน์ เริ่มต้น,NP,Informal-New,Pull,Platform/digital entry,NO_DATA,,,N,เคยลอง National แล้ว NO_DATA
NP073,รับงานกราฟิก,รับงานกราฟิก รายได้ | รับงานกราฟิก เริ่มต้น,NP,Informal-New,Pull,Platform/digital entry,national_pass,10,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
NP074,รับงานออกแบบโลโก้,รับงานออกแบบโลโก้ รายได้ | รับงานออกแบบโลโก้ เริ่มต้น,NP,Informal-New,Pull,Platform/digital entry,WEAK,63,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
NP075,รับงานทำเพจ,รับงานทำเพจ รายได้ | รับงานทำเพจ เริ่มต้น,NP,Informal-New,Pull,Platform/digital entry,WEAK,63,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
NP076,รับงานยิงแอด,รับงานยิงแอด รายได้ | รับงานยิงแอด เริ่มต้น,NP,Informal-New,Pull,Platform/digital entry,NO_DATA,,,N,เคยลอง National แล้ว NO_DATA
NP077,รับงานเขียนคอนเทนต์,รับงานเขียนคอนเทนต์ รายได้ | รับงานเขียนคอนเทนต์ เริ่มต้น,NP,Informal-New,Pull,Platform/digital entry,NO_DATA,,,N,เคยลอง National แล้ว NO_DATA
NP078,รับงานแปลภาษา,รับงานแปลภาษา รายได้ | รับงานแปลภาษา เริ่มต้น,NP,Informal-New,Pull,Platform/digital entry,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
NP079,รับงานพิมพ์เอกสาร,รับงานพิมพ์เอกสาร รายได้ | รับงานพิมพ์เอกสาร เริ่มต้น,NP,Informal-New,Pull,Platform/digital entry,WEAK,17,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
NP080,รับงานคีย์ข้อมูลออนไลน์,รับงานคีย์ข้อมูลออนไลน์ รายได้ | รับงานคีย์ข้อมูลออนไลน์ เริ่มต้น,NP,Informal-New,Pull,Platform/digital entry,WEAK,62,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
NP081,ขายของออนไลน์,ขายของออนไลน์ รายได้ | ขายของออนไลน์ เริ่มต้น,NP,Informal-New,Pull,Platform/digital entry,active_v25,0,,Y,ใช้ได้แล้วใน Interactive v25
NP082,เริ่มขายของออนไลน์,เริ่มขายของออนไลน์ รายได้ | เริ่มขายของออนไลน์ เริ่มต้น,NP,Informal-New,Pull,Platform/digital entry,national_pass,3,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
NP083,เปิด tiktok shop,เปิด tiktok shop รายได้ | เปิด tiktok shop เริ่มต้น,NP,Informal-New,Pull,Platform/digital entry,WEAK,18,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
NP084,ขายของใน facebook,ขายของใน facebook รายได้ | ขายของใน facebook เริ่มต้น,NP,Informal-New,Pull,Platform/digital entry,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
NP085,ขายของใน line,ขายของใน line รายได้ | ขายของใน line เริ่มต้น,NP,Informal-New,Pull,Platform/digital entry,national_pass,2,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
NP086,สมัครนายหน้า tiktok,สมัครนายหน้า tiktok รายได้ | สมัครนายหน้า tiktok เริ่มต้น,NP,Informal-New,Pull,Platform/digital entry,WEAK,25,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
NP087,สมัคร affiliate,สมัคร affiliate รายได้ | สมัคร affiliate เริ่มต้น,NP,Informal-New,Pull,Platform/digital entry,national_pass,3,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
NP088,งาน affiliate,งาน affiliate รายได้ | งาน affiliate เริ่มต้น,NP,Informal-New,Pull,Platform/digital entry,WEAK,27,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
NP089,หารายได้ออนไลน์,หารายได้ออนไลน์ รายได้ | หารายได้ออนไลน์ เริ่มต้น,NP,Informal-New,Pull,Platform/digital entry,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
NP090,หารายได้เสริมออนไลน์,หารายได้เสริมออนไลน์ รายได้ | หารายได้เสริมออนไลน์ เริ่มต้น,NP,Informal-New,Pull,Platform/digital entry,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
NP091,งานเสริมออนไลน์,งานเสริมออนไลน์ รายได้ | งานเสริมออนไลน์ เริ่มต้น,NP,Informal-New,Pull,Platform/digital entry,national_pass,0,,N,ผ่าน National แล้ว ต้องทำ Regional Gate และ semantic family review
NP092,ทำเพจขายของ,ทำเพจขายของ รายได้ | ทำเพจขายของ เริ่มต้น,NP,Informal-New,Pull,Platform/digital entry,WEAK,32,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
NP093,ไลฟ์ขายของเริ่มต้น,ไลฟ์ขายของเริ่มต้น รายได้ | ไลฟ์ขายของเริ่มต้น เริ่มต้น,NP,Informal-New,Pull,Platform/digital entry,WEAK,63,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
NP094,สมัครร้านค้าออนไลน์,สมัครร้านค้าออนไลน์ รายได้ | สมัครร้านค้าออนไลน์ เริ่มต้น,NP,Informal-New,Pull,Platform/digital entry,WEAK,27,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
NP095,เปิดร้านอาหารเดลิเวอรี,เปิดร้านอาหารเดลิเวอรี รายได้ | เปิดร้านอาหารเดลิเวอรี เริ่มต้น,NP,Informal-New,Pull,Platform/digital entry,WEAK,63,,N,มี National data แต่สัญญาณอ่อน ใช้เป็น context หรือรอคำแทน
NP096,ขายอาหารเดลิเวอรี,ขายอาหารเดลิเวอรี รายได้ | ขายอาหารเดลิเวอรี เริ่มต้น,NP,Informal-New,Pull,Platform/digital entry,NO_DATA,,,N,เคยลอง National แล้ว NO_DATA
